ActivityId,Type,Name,Website,Google_Map_Link,Total_reviews,ImageCount
Kyoto-2382,Obanzai restaurant,Koyoken,,"https://www.google.com/maps/place/Koyoken/@34.982833,135.7568201,17z/data=!4m15!1m8!3m7!1s0x600109cf4cb5853f:0x7b11509abba2f55b!2sKoyoken!8m2!3d34.982833!4d135.7568201!10e1!16s%2Fg%2F11h1yvzg0s!3m5!1s0x600109cf4cb5853f:0x7b11509abba2f55b!8m2!3d34.982833!4d135.7568201!16s%2Fg%2F11h1yvzg0s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",115,0
Kyoto-2383,Okonomiyaki restaurant,Kyo Chabana Kyoto Station,https://www.hotpepper.jp/strJ000735737/,"https://www.google.com/maps/place/Kyo+Chabana+Kyoto+Station/@34.9877309,135.7588791,17z/data=!3m1!5s0x600108af0c01633b:0x644a9692754ed170!4m15!1m8!3m7!1s0x600108af0c03669b:0xc849b34dfec52611!2sKyo+Chabana+Kyoto+Station!8m2!3d34.9877309!4d135.7588791!10e1!16s%2Fg%2F1thsr8kb!3m5!1s0x600108af0c03669b:0xc849b34dfec52611!8m2!3d34.9877309!4d135.7588791!16s%2Fg%2F1thsr8kb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",458,3
Kyoto-2384,Ramen restaurant,Men-ya Inoichi Hanare,https://inoichi.stores.jp/?utm_source=mybusiness&utm_medium=website,"https://www.google.com/maps/place/Men-ya+Inoichi+Hanare/@34.9999817,135.763261,17z/data=!4m15!1m8!3m7!1s0x60010897d87c1661:0x812e4a3fcbb81f03!2sMen-ya+Inoichi+Hanare!8m2!3d34.9999817!4d135.763261!10e1!16s%2Fg%2F11g01_mk4d!3m5!1s0x60010897d87c1661:0x812e4a3fcbb81f03!8m2!3d34.9999817!4d135.763261!16s%2Fg%2F11g01_mk4d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1970,1
Kyoto-2385,Ramen restaurant,Ginjo Ramen Kubota,https://kubota.base.shop/,"https://www.google.com/maps/place/Ginjo+Ramen+Kubota/@34.9929371,135.7552465,17z/data=!4m15!1m8!3m7!1s0x600108a13c7a2d5d:0x2c1acd85fdf5ca75!2sGinjo+Ramen+Kubota!8m2!3d34.9929371!4d135.7552465!10e1!16s%2Fg%2F1tfrb26g!3m5!1s0x600108a13c7a2d5d:0x2c1acd85fdf5ca75!8m2!3d34.9929371!4d135.7552465!16s%2Fg%2F1tfrb26g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2755,0
Kyoto-2386,Ramen restaurant,Men-ya Inoichi,https://inoichi.stores.jp/?utm_source=mybusiness&utm_medium=website,"https://www.google.com/maps/place/Men-ya+Inoichi/@35.0013284,135.7669639,17z/data=!4m15!1m8!3m7!1s0x600108be0e8efcb9:0x6c1bd116c4bb5b35!2sMen-ya+Inoichi!8m2!3d35.0013284!4d135.7669639!10e1!16s%2Fg%2F11cjqs44mn!3m5!1s0x600108be0e8efcb9:0x6c1bd116c4bb5b35!8m2!3d35.0013284!4d135.7669639!16s%2Fg%2F11cjqs44mn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3298,0
Kyoto-2387,Ramen restaurant,Shinpuku Saikan - Main Shop,https://shinpukusaikan.net/,"https://www.google.com/maps/place/Shinpuku+Saikan+-+Main+Shop/@34.9867471,135.7624974,17z/data=!4m15!1m8!3m7!1s0x600108b1f22ecf47:0x7e5cb6b5eca848d!2sShinpuku+Saikan+-+Main+Shop!8m2!3d34.9867471!4d135.7624974!10e1!16s%2Fg%2F1tfjffjc!3m5!1s0x600108b1f22ecf47:0x7e5cb6b5eca848d!8m2!3d34.9867471!4d135.7624974!16s%2Fg%2F1tfjffjc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",4235,1
Kyoto-2388,Restaurant,Kawama Cafe,https://kawama-cafe.owst.jp/,"https://www.google.com/maps/place/Kawama+Cafe/@34.994981,135.7672067,17z/data=!4m15!1m8!3m7!1s0x600109241cee7881:0x53d7f01713d6a3fb!2sKawama+Cafe!8m2!3d34.994981!4d135.7672067!10e1!16s%2Fg%2F11fs2kdmhj!3m5!1s0x600109241cee7881:0x53d7f01713d6a3fb!8m2!3d34.994981!4d135.7672067!16s%2Fg%2F11fs2kdmhj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",360,8
Kyoto-2389,Seafood restaurant,海鮮丼専門店「玄海丼」河原町店 Sushi Bowl「GENKAI DON」KAWARAMA CHI,https://genkaidon.jp/,"https://www.google.com/maps/place/%E6%B5%B7%E9%AE%AE%E4%B8%BC%E5%B0%82%E9%96%80%E5%BA%97%E3%80%8C%E7%8E%84%E6%B5%B7%E4%B8%BC%E3%80%8D%E6%B2%B3%E5%8E%9F%E7%94%BA%E5%BA%97+Sushi+Bowl%E3%80%8CGENKAI+DON%E3%80%8DKAWARAMA+CHI/@35.0094739,135.768744,17z/data=!4m15!1m8!3m7!1s0x6001092cb7080f93:0x45283fd3bbb26e34!2z5rW36a6u5Li85bCC6ZaA5bqX44CM546E5rW35Li844CN5rKz5Y6f55S65bqXIFN1c2hpIEJvd2zjgIxHRU5LQUkgRE9O44CNS0FXQVJBTUEgQ0hJ!8m2!3d35.0094739!4d135.768744!10e1!16s%2Fg%2F11wy0n_frw!3m5!1s0x6001092cb7080f93:0x45283fd3bbb26e34!8m2!3d35.0094739!4d135.768744!16s%2Fg%2F11wy0n_frw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",481,0
Kyoto-2390,Shabu-shabu restaurant,TON SHABU HIDE Kyoto Shijo Karasuma,https://shabushabu-hide.com/,"https://www.google.com/maps/place/TON+SHABU+HIDE+Kyoto+Shijo+Karasuma/@35.0027455,135.7627328,17z/data=!3m1!5s0x600108976c9505fd:0xd9227c1d17fdcb65!4m15!1m8!3m7!1s0x600108976cb7d2f9:0x8de07313ec5542c9!2sTON+SHABU+HIDE+Kyoto+Shijo+Karasuma!8m2!3d35.0027455!4d135.7627328!10e1!16s%2Fg%2F1tr7cq2x!3m5!1s0x600108976cb7d2f9:0x8de07313ec5542c9!8m2!3d35.0027455!4d135.7627328!16s%2Fg%2F1tr7cq2x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",564,1
Kyoto-2391,Soba noodle shop,Soba-no-Mi Yoshimura,http://www.yoshimura-gr.com/sobanomi/,"https://www.google.com/maps/place/Soba-no-Mi+Yoshimura/@34.9964545,135.7602215,17z/data=!4m15!1m8!3m7!1s0x600108a2e1aa6d8f:0xf02cc0c8f2f0f81!2sSoba-no-Mi+Yoshimura!8m2!3d34.9964545!4d135.7602215!10e1!16s%2Fg%2F1td7n6hl!3m5!1s0x600108a2e1aa6d8f:0xf02cc0c8f2f0f81!8m2!3d34.9964545!4d135.7602215!16s%2Fg%2F1td7n6hl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2444,4
Kyoto-2392,Sushi restaurant,Tomisen,https://www.instagram.com/sushi_tomisen1115/,"https://www.google.com/maps/place/Tomisen/@34.987861,135.75497,17z/data=!4m15!1m8!3m7!1s0x600108a62fdfbd35:0x1c8452f1cbf95588!2sTomisen!8m2!3d34.987861!4d135.75497!10e1!16s%2Fg%2F1tggnj_d!3m5!1s0x600108a62fdfbd35:0x1c8452f1cbf95588!8m2!3d34.987861!4d135.75497!16s%2Fg%2F1tggnj_d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",872,0
Kyoto-2393,Sushi restaurant,Chidoritei,https://chidoritei.jp/,"https://www.google.com/maps/place/Chidoritei/@35.0019444,135.7722222,17z/data=!4m15!1m8!3m7!1s0x600108c0600c3663:0x545e3cfbd3adcafb!2sChidoritei!8m2!3d35.0019444!4d135.7722222!10e1!16s%2Fg%2F1v2yys1k!3m5!1s0x600108c0600c3663:0x545e3cfbd3adcafb!8m2!3d35.0019444!4d135.7722222!16s%2Fg%2F1v2yys1k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",286,4
Kyoto-2394,Teppanyaki restaurant,Kyoto Niku-Kappo Miyata,https://s.tabelog.com/kyoto/A2601/A260101/26039467/,"https://www.google.com/maps/place/Kyoto+Niku-Kappo+Miyata/@34.9902555,135.7562911,17z/data=!4m15!1m8!3m7!1s0x600109e4dfea4ff3:0xe27aa46d259ace1e!2sKyoto+Niku-Kappo+Miyata!8m2!3d34.9902555!4d135.7562911!10e1!16s%2Fg%2F11v0ffz1vf!3m5!1s0x600109e4dfea4ff3:0xe27aa46d259ace1e!8m2!3d34.9902555!4d135.7562911!16s%2Fg%2F11v0ffz1vf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",61,10
Kyoto-2395,Tuscan restaurant,VINAINO kyoto,https://www.instagram.com/vinaino_kyoto,"https://www.google.com/maps/place/VINAINO+kyoto/@35.0019975,135.764631,17z/data=!4m15!1m8!3m7!1s0x600108944c3fffff:0x89a17c86c05b0c57!2sVINAINO+kyoto!8m2!3d35.0019975!4d135.764631!10e1!16s%2Fg%2F11gf966yfr!3m5!1s0x600108944c3fffff:0x89a17c86c05b0c57!8m2!3d35.0019975!4d135.764631!16s%2Fg%2F11gf966yfr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",474,0
Kyoto-2396,Vegan restaurant,Tenryuji Temple Shigetsu,http://www.tenryuji.com/shigetsu/,"https://www.google.com/maps/place/Tenryuji+Temple+Shigetsu/@35.0152053,135.6735833,17z/data=!4m15!1m8!3m7!1s0x6001aa01a8db60c5:0xef2993b7b6a95254!2sTenryuji+Temple+Shigetsu!8m2!3d35.0152053!4d135.6735833!10e1!16s%2Fg%2F1thk8nxd!3m5!1s0x6001aa01a8db60c5:0xef2993b7b6a95254!8m2!3d35.0152053!4d135.6735833!16s%2Fg%2F1thk8nxd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",459,1
Kyoto-2397,Bistro,Shokudo Ruins,,"https://www.google.com/maps/place/Shokudo+Ruins/@35.0027101,135.769804,17z/data=!4m15!1m8!3m7!1s0x600108bfdddff173:0xb549f551ea6b6097!2sShokudo+Ruins!8m2!3d35.0027101!4d135.769804!10e1!16s%2Fg%2F11c6ch450c!3m5!1s0x600108bfdddff173:0xb549f551ea6b6097!8m2!3d35.0027101!4d135.769804!16s%2Fg%2F11c6ch450c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",137,0
Kyoto-2398,Cafe,Kyo Yuba Mitakyu Kiyomizu,https://mitakyu.co.jp/,https://www.google.com/maps/place/Kyo+Yuba+Mitakyu+Kiyomizu/data=!4m7!3m6!1s0x6001091b878ce11f:0xb2e26eac6c18f974!8m2!3d34.9973074!4d135.7780815!16s%2Fg%2F11sdsf9ygt!19sChIJH-GMhxsJAWARdPkYbKxu4rI?authuser=0&hl=en&rclk=1,159,1
Kyoto-2399,Indian restaurant,SAMRAT,,https://www.google.com/maps/place/SAMRAT/data=!4m7!3m6!1s0x60010925e2e3dd1b:0x2a95f62d4152eb65!8m2!3d34.9797304!4d135.7534775!16s%2Fg%2F11y3wxmckl!19sChIJG93j4iUJAWARZetSQS32lSo?authuser=0&hl=en&rclk=1,394,0
Kyoto-2400,Italian restaurant,UNOMi,https://www.hotpepper.jp/strJ003560098/,"https://www.google.com/maps/place/UNOMi/@35.0059787,135.7708997,17z/data=!4m15!1m8!3m7!1s0x600109dd09d640b9:0xf84ab3a985c96be5!2sUNOMi!8m2!3d35.0059787!4d135.7708997!10e1!16s%2Fg%2F11twcbr_n4!3m5!1s0x600109dd09d640b9:0xf84ab3a985c96be5!8m2!3d35.0059787!4d135.7708997!16s%2Fg%2F11twcbr_n4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",187,1
Kyoto-2401,Izakaya restaurant,Kichiri Kawaramachi,http://www.kichiri.co.jp/shop/kichiri-casual-dining/016/,"https://www.google.com/maps/place/Kichiri+Kawaramachi/@35.0057941,135.7695255,17z/data=!3m1!5s0x60010894eef51ddb:0xdd031ba43f52dbef!4m15!1m8!3m7!1s0x60010886e8f9d43d:0xd1b5e9afee7414d1!2sKichiri+Kawaramachi!8m2!3d35.0057941!4d135.7695255!10e1!16s%2Fg%2F1tlbjgcy!3m5!1s0x60010886e8f9d43d:0xd1b5e9afee7414d1!8m2!3d35.0057941!4d135.7695255!16s%2Fg%2F1tlbjgcy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1242,4
Kyoto-2402,Japanese restaurant,Kijurou,https://kijurou.gorp.jp/,"https://www.google.com/maps/place/Kijurou/@35.0168382,135.6774412,17z/data=!4m15!1m8!3m7!1s0x6001a9d80cae2f3b:0xcaff64680556a1aa!2sKijurou!8m2!3d35.0168382!4d135.6774412!10e1!16s%2Fg%2F11f6j2tz_1!3m5!1s0x6001a9d80cae2f3b:0xcaff64680556a1aa!8m2!3d35.0168382!4d135.6774412!16s%2Fg%2F11f6j2tz_1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1319,1
Kyoto-2403,Japanese restaurant,Japanese Ukihashi,https://www.granvia-kyoto.co.jp/restaurant/ukihashi/,https://www.google.com/maps/place/Japanese+Ukihashi/data=!4m7!3m6!1s0x6001089bb563b117:0x7392b03b35bf313e!8m2!3d34.985803!4d135.7592071!16s%2Fg%2F1tgpmy6p!19sChIJF7FjtZsIAWARPjG_NTuwknM?authuser=0&hl=en&rclk=1,134,1
Kyoto-2404,Nepalese restaurant,Yak & Yeti,https://yakyeti.owst.jp/,"https://www.google.com/maps/place/Yak+%26+Yeti/@35.004872,135.7664211,17z/data=!3m1!5s0x600108941f100b55:0xa5e091b4813a528b!4m15!1m8!3m7!1s0x600108941fbb1a19:0x7c861d47d8bfbc27!2sYak+%26+Yeti!8m2!3d35.004872!4d135.7664211!10e1!16s%2Fg%2F1tx_67w8!3m5!1s0x600108941fbb1a19:0x7c861d47d8bfbc27!8m2!3d35.004872!4d135.7664211!16s%2Fg%2F1tx_67w8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",670,0
Kyoto-2405,Obanzai restaurant,Shunsai Imari,http://www.kyoto-imari.com/,"https://www.google.com/maps/place/Shunsai+Imari/@35.007402,135.756022,17z/data=!4m15!1m8!3m7!1s0x6001088376b59dcd:0xc4248ea775ad29a9!2sShunsai+Imari!8m2!3d35.007402!4d135.756022!10e1!16s%2Fg%2F1hm1s4z3r!3m5!1s0x6001088376b59dcd:0xc4248ea775ad29a9!8m2!3d35.007402!4d135.756022!16s%2Fg%2F1hm1s4z3r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",776,0
Kyoto-2406,Ramen restaurant,Menbaka,http://fireramen.com/,"https://www.google.com/maps/place/Menbaka/@35.0176817,135.7476183,17z/data=!3m1!5s0x600107d72c2b66bd:0xf6c2bef7655ec6af!4m15!1m8!3m7!1s0x600107d72c3a7369:0x39def3550eae450d!2sMenbaka!8m2!3d35.0176817!4d135.7476183!10e1!16s%2Fg%2F1tf23zxn!3m5!1s0x600107d72c3a7369:0x39def3550eae450d!8m2!3d35.0176817!4d135.7476183!16s%2Fg%2F1tf23zxn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",3443,0
Kyoto-2407,Ramen restaurant,Musoshin,https://musoshinbase.theshop.jp/?fbclid=PAZXh0bgNhZW0CMTEAAaYRyorPIJgiExXY32j1G8kELTLhaWZxQx_EmLvYXX_p1TfGtXkXZlRTZcw_aem_Ad3RTqtGgHCtdEVrxP0l9Rgwe7KlphrFkWBRVDCqZJiNUr0rZjVwUhPuuueIWW30XcbXVdcC9eLyzLvds2QgFf0I,"https://www.google.com/maps/place/Musoshin/@35.001608,135.7731267,17z/data=!4m15!1m8!3m7!1s0x6001089985216c01:0x29d64173ae33e4e9!2sMusoshin!8m2!3d35.001608!4d135.7731267!10e1!16s%2Fg%2F1tcxd2t_!3m5!1s0x6001089985216c01:0x29d64173ae33e4e9!8m2!3d35.001608!4d135.7731267!16s%2Fg%2F1tcxd2t_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1585,4
Kyoto-2408,Restaurant,MUKU,https://muku.yado.kyoto.jp/,"https://www.google.com/maps/place/MUKU/@35.0106703,135.6780228,17z/data=!4m15!1m8!3m7!1s0x600107fbd36ec15b:0x35ed752f7c482651!2sMUKU!8m2!3d35.0106703!4d135.6780228!10e1!16s%2Fg%2F11t53czjcg!3m5!1s0x600107fbd36ec15b:0x35ed752f7c482651!8m2!3d35.0106703!4d135.6780228!16s%2Fg%2F11t53czjcg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",243,4
Kyoto-2409,Restaurant,Kacto,http://www.tysons.jp/kacto,"https://www.google.com/maps/place/Kacto/@35.0022558,135.7704852,17z/data=!4m15!1m8!3m7!1s0x600109c6540859cd:0x2b5e66bbb4758d85!2sKacto!8m2!3d35.0022558!4d135.7704852!10e1!16s%2Fg%2F11tnhzrz51!3m5!1s0x600109c6540859cd:0x2b5e66bbb4758d85!8m2!3d35.0022558!4d135.7704852!16s%2Fg%2F11tnhzrz51?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",768,5
Kyoto-2410,Restaurant,Gion Duck Rice,https://www.menroku.com/,https://www.google.com/maps/place/Gion+Duck+Rice/data=!4m7!3m6!1s0x600109d72e811e9d:0xd5a5c925e07ea0e4!8m2!3d35.0044636!4d135.7765319!16s%2Fg%2F11pv2y30qk!19sChIJnR6BLtcJAWAR5KB-4CXJpdU?authuser=0&hl=en&rclk=1,432,5
Kyoto-2411,Restaurant,Umekoji CoLLabo,http://www.u-collabo.com/,"https://www.google.com/maps/place/Umekoji+CoLLabo/@34.9894772,135.7432293,17z/data=!3m1!5s0x600106183bee1427:0x7fb6587a599862f5!4m15!1m8!3m7!1s0x600106183cc62e25:0xe525f56a2c56688b!2sUmekoji+CoLLabo!8m2!3d34.9894772!4d135.7432293!10e1!16s%2Fg%2F11clychxpc!3m5!1s0x600106183cc62e25:0xe525f56a2c56688b!8m2!3d34.9894772!4d135.7432293!16s%2Fg%2F11clychxpc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",263,1
Kyoto-2412,Ryotei restaurant,Kyoto Kitcho Arashiyama,https://kyoto-kitcho.com/restaurant/arashiyama/,"https://www.google.com/maps/place/Kyoto+Kitcho+Arashiyama/@35.0136211,135.6746552,17z/data=!4m15!1m8!3m7!1s0x6001aa0068455555:0x182c36143166204e!2sKyoto+Kitcho+Arashiyama!8m2!3d35.0136211!4d135.6746552!10e1!16s%2Fg%2F1v8y3yt5!3m5!1s0x6001aa0068455555:0x182c36143166204e!8m2!3d35.0136211!4d135.6746552!16s%2Fg%2F1v8y3yt5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",230,2
Kyoto-2413,Seafood restaurant,Tsumugu,https://kyoto-tsumugu.owst.jp/,"https://www.google.com/maps/place/Tsumugu/@34.9818031,135.760584,17z/data=!4m15!1m8!3m7!1s0x6001094188bb87fb:0x419edbc74cbe3193!2sTsumugu!8m2!3d34.9818031!4d135.760584!10e1!16s%2Fg%2F11g_z1y80x!3m5!1s0x6001094188bb87fb:0x419edbc74cbe3193!8m2!3d34.9818031!4d135.760584!16s%2Fg%2F11g_z1y80x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",231,10
Kyoto-2414,Soba noodle shop,Torikiku,http://1ujiko.seesaa.net/,"https://www.google.com/maps/place/Torikiku/@34.8901121,135.8063156,17z/data=!4m15!1m8!3m7!1s0x6001110c61974a41:0x4b403000fb8b999d!2sTorikiku!8m2!3d34.8901121!4d135.8063156!10e1!16s%2Fg%2F1thlzbng!3m5!1s0x6001110c61974a41:0x4b403000fb8b999d!8m2!3d34.8901121!4d135.8063156!16s%2Fg%2F1thlzbng?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",723,0
Kyoto-2415,Sukiyaki restaurant,Kyoryori HAKU,https://haku.kyoto/,"https://www.google.com/maps/place/Kyoryori+HAKU/@35.0096003,135.7709754,17z/data=!4m15!1m8!3m7!1s0x600108eccd0fb3d7:0x86d1b5d5cd98072f!2sKyoryori+HAKU!8m2!3d35.0096003!4d135.7709754!10e1!16s%2Fg%2F11c2l9cpc5!3m5!1s0x600108eccd0fb3d7:0x86d1b5d5cd98072f!8m2!3d35.0096003!4d135.7709754!16s%2Fg%2F11c2l9cpc5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",71,0
Kyoto-2416,Sushi restaurant,Higohisa,https://higohisa.com/,https://www.google.com/maps/place/Higohisa/data=!4m7!3m6!1s0x600108a6205cf385:0xf24fce27bd9dae3b!8m2!3d35.0012378!4d135.7633825!16s%2Fg%2F11b7hgm5c4!19sChIJhfNcIKYIAWARO66dvSfOT_I?authuser=0&hl=en&rclk=1,112,9
Kyoto-2417,Vegan restaurant,Kitten Company Cafe,,"https://www.google.com/maps/place/Kitten+Company+Cafe/@34.99592,135.7589236,17z/data=!4m15!1m8!3m7!1s0x600108a254804f43:0x2b9b5fb19ffaddb8!2sKitten+Company+Cafe!8m2!3d34.99592!4d135.7589236!10e1!16s%2Fg%2F1tdgpqs7!3m5!1s0x600108a254804f43:0x2b9b5fb19ffaddb8!8m2!3d34.99592!4d135.7589236!16s%2Fg%2F1tdgpqs7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",145,0
Kyoto-2418,Yakiniku restaurant,Kyoto Yakiniku Restaurant Gyurakutei,https://www.hotpepper.jp/strJ001232648/,https://www.google.com/maps/place/Kyoto+Yakiniku+Restaurant+Gyurakutei/data=!4m7!3m6!1s0x6001089c81b9c09b:0x1d2e7f31391acb1c!8m2!3d35.0038755!4d135.7567446!16s%2Fg%2F1vs1rsdh!19sChIJm8C5gZwIAWARHMsaOTF_Lh0?authuser=0&hl=en&rclk=1,592,3
Kyoto-2419,Chinese restaurant,Gyoza no Ohsho - Kyoto-higashi Interchange,http://map.ohsho.co.jp/b/ohsho/info/1184/?utm_source=google&utm_medium=map&utm_campaign=profile,"https://www.google.com/maps/place/Gyoza+no+Ohsho+-+Kyoto-higashi+Interchange/@34.9814694,135.8192444,17z/data=!4m7!3m6!1s0x60010e9ab16d5b61:0x93d08ab16abf4817!8m2!3d34.9814694!4d135.8192444!10e1!16s%2Fg%2F1tdy8zjm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1182,0
Kyoto-2420,Chinese restaurant,佳園,,"https://www.google.com/maps/place/%E4%BD%B3%E5%9C%92/@34.986623,135.8115839,17z/data=!4m15!1m8!3m7!1s0x60010ebe2a6dd57b:0x7aee5a228ec48768!2z5L2z5ZyS!8m2!3d34.986623!4d135.8115839!10e1!16s%2Fg%2F1tcx1f6x!3m5!1s0x60010ebe2a6dd57b:0x7aee5a228ec48768!8m2!3d34.986623!4d135.8115839!16s%2Fg%2F1tcx1f6x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",100,0
Kyoto-2421,Conveyor belt sushi restaurant,Sushiro - Yamashina,https://www.akindo-sushiro.co.jp/,"https://www.google.com/maps/place/Sushiro+-+Yamashina/@34.9815932,135.8128303,17z/data=!3m1!5s0x60010e93ea19e6e9:0x12fe4caf521337b9!4m15!1m8!3m7!1s0x60010e93ea33d717:0xc2a3ab2db24742e7!2sSushiro+-+Yamashina!8m2!3d34.9815932!4d135.8128303!10e1!16s%2Fg%2F1tq6dd7q!3m5!1s0x60010e93ea33d717:0xc2a3ab2db24742e7!8m2!3d34.9815932!4d135.8128303!16s%2Fg%2F1tq6dd7q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1205,0
Kyoto-2422,Conveyor belt sushi restaurant,Kura Sushi - Yamashina,https://shop.kurasushi.co.jp/detail/39?utm_source=&utm_medium=gmb&utm_campaign=gmb_access&utm_content=gmb_,"https://www.google.com/maps/place/Kura+Sushi+-+Yamashina/@34.9816129,135.8047313,17z/data=!4m15!1m8!3m7!1s0x60010eea2e346dd1:0xa052532d1f4089f2!2sKura+Sushi+-+Yamashina!8m2!3d34.9816129!4d135.8047313!10e1!16s%2Fg%2F1tgvdjn3!3m5!1s0x60010eea2e346dd1:0xa052532d1f4089f2!8m2!3d34.9816129!4d135.8047313!16s%2Fg%2F1tgvdjn3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1087,0
